model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,numeric_grade,pollster_wt,has_pollster_rating,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,n_states_polled_per_date,number_states_polled_in_window,geo_volume_weight,combined_frequency_weight,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-09-18,2024-09-18T17:02:41Z,2024,New Mexico,2024-09-15,2024-09-06,2024-09-13,2024-11-05,Research & Polling Inc.,280,88178,209513,https://www.abqjournal.com/election/journal-poll-kamala-harris-comfortably-ahead-of-donald-trump-in-new-mexico/article_0616e9d6-7201-11ef-b575-07a67a655850.html,NA,NA,532,Live Phone,lv,DEM,Kamala Harris,49,532,53,Donald Trump Kamala Harris,0.7293833011524188,2024-09-09,2,0,1,12,2.1,1.1114378604524227,TRUE,1,1,1,1,1,0.882,1,1.1114378604524227,Live Phone,1,DEM,37,NM,Southwest,West,Southwest,Southwest,10,49,280,43,NM280,187,Live Phone,4,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,New Mexico,2024-09-15,2024-09-06,2024-09-13,2024-11-05,Research & Polling Inc.,280,88178,209513,https://www.abqjournal.com/election/journal-poll-kamala-harris-comfortably-ahead-of-donald-trump-in-new-mexico/article_0616e9d6-7201-11ef-b575-07a67a655850.html,NA,NA,532,Live Phone,lv,REP,Donald Trump,39,532,53,Donald Trump Kamala Harris,0.7293833011524188,2024-09-09,2,0,1,12,2.1,1.1114378604524227,TRUE,1,1,1,1,1,0.882,1,1.1114378604524227,Live Phone,2,REP,37,NM,Southwest,West,Southwest,Southwest,10,39,280,43,NM280,187,Live Phone,4,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-13,2024-09-06,2024-09-12,2024-11-05,GQR,126,88166,209347,https://www.newsweek.com/lucas-kunce-within-striking-distance-josh-hawleyinternal-poll-1953645,DEM,NA,645,Live Phone,lv,DEM,Kamala Harris,44,645,54,Chase Oliver Donald Trump Kamala Harris,0.8031189202104505,2024-09-09,3,0,1,1,2,1.0846522890932808,TRUE,1,1,1,1,1,0.882,1,1.0846522890932808,Live Phone,1,DEM,28,MO,South,Midwest,West North Central,South,8,44,126,18,MO126,107,Live Phone,4,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,Missouri,2024-09-13,2024-09-06,2024-09-12,2024-11-05,GQR,126,88166,209347,https://www.newsweek.com/lucas-kunce-within-striking-distance-josh-hawleyinternal-poll-1953645,DEM,NA,645,Live Phone,lv,REP,Donald Trump,55,645,54,Chase Oliver Donald Trump Kamala Harris,0.8031189202104505,2024-09-09,3,0,1,1,2,1.0846522890932808,TRUE,1,1,1,1,1,0.882,1,1.0846522890932808,Live Phone,2,REP,28,MO,South,Midwest,West North Central,South,8,55,126,18,MO126,107,Live Phone,4,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-11,2024-09-08,2024-09-10,2024-11-05,YouGov,391,88130,209155,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,NA,NA,1464,Online Panel,rv,DEM,Kamala Harris,45,1464,56,Cornel West Donald Trump Jill Stein Kamala Harris,1.2099586769803339,2024-09-09,4,0,1,10,3,1.3284223283101428,TRUE,1,2,0.778995895790124,0,4,0.8301313439999999,0.778995895790124,1.0348355416295618,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,45,391,59,NA391,133,Online Non-Prob Panel,6,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-11,2024-09-08,2024-09-10,2024-11-05,YouGov,391,88130,209155,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,NA,NA,1464,Online Panel,rv,REP,Donald Trump,45,1464,56,Cornel West Donald Trump Jill Stein Kamala Harris,1.2099586769803339,2024-09-09,4,0,1,10,3,1.3284223283101428,TRUE,1,2,0.778995895790124,0,4,0.8301313439999999,0.778995895790124,1.0348355416295618,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,45,391,59,NA391,133,Online Non-Prob Panel,6,50,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-09-17,2024-09-07,2024-09-09,2024-11-05,Data Orbital,73,88203,209816,https://dataorbital.com/2024/09/exclusive-az-free-news-poll-trump-holds-narrow-lead-in-arizona-as-economy-border-dominate/,NA,NA,550,Live Phone/Text-to-Web,lv,DEM,Kamala Harris,46,550,57,Donald Trump Kamala Harris,0.7416198487095663,2024-09-08,2,0,1,7.799999999999997,2.9,1.3060943124220303,TRUE,1,1,1,1,1,0.882,1,1.3060943124220303,Live Phone + Text-to-Web,1,DEM,3,AZ,Southwest,West,Southwest,Southwest,10,46,73,8,AZ73,20,Live Phone + Text-to-Web,5,49,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-09-17,2024-09-07,2024-09-09,2024-11-05,Data Orbital,73,88203,209816,https://dataorbital.com/2024/09/exclusive-az-free-news-poll-trump-holds-narrow-lead-in-arizona-as-economy-border-dominate/,NA,NA,550,Live Phone/Text-to-Web,lv,REP,Donald Trump,46.2,550,57,Donald Trump Kamala Harris,0.7416198487095663,2024-09-08,2,0,1,7.799999999999997,2.9,1.3060943124220303,TRUE,1,1,1,1,1,0.882,1,1.3060943124220303,Live Phone + Text-to-Web,2,REP,3,AZ,Southwest,West,Southwest,Southwest,10,46.2,73,8,AZ73,20,Live Phone + Text-to-Web,5,49,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-07,2024-09-09,2024-11-05,Morning Consult,218,88191,209619,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,lv,DEM,Kamala Harris,49,10884,57,Donald Trump Kamala Harris,1.8119050747762697,2024-09-08,2,0,1,5,1.9,1.0571882797418488,TRUE,1,5,0.778995895790124,0,15,0.7658408110127831,0.778995895790124,0.8235453309963217,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,49,218,32,NA218,125,Online Non-Prob Panel,6,49,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-17,2024-09-07,2024-09-09,2024-11-05,Morning Consult,218,88191,209619,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,lv,REP,Donald Trump,46,10884,57,Donald Trump Kamala Harris,1.8119050747762697,2024-09-08,2,0,1,5,1.9,1.0571882797418488,TRUE,1,5,0.778995895790124,0,15,0.7658408110127831,0.778995895790124,0.8235453309963217,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,46,218,32,NA218,125,Online Non-Prob Panel,6,49,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88122,208781,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,626,Online Panel,lv,DEM,Kamala Harris,49,626,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7912016177940993,2024-09-07,4,0,1,5,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,49,562,73,WI562,275,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Wisconsin,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88122,208781,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,626,Online Panel,lv,REP,Donald Trump,46,626,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7912016177940993,2024-09-07,4,0,1,5,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,46,562,73,WI562,275,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88121,208780,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,801,Online Panel,lv,DEM,Kamala Harris,45,801,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8949860334105779,2024-09-07,4,0,1,10,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,45,562,73,PA562,228,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Pennsylvania,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88121,208780,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,801,Online Panel,lv,REP,Donald Trump,45,801,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8949860334105779,2024-09-07,4,0,1,10,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,45,562,73,PA562,228,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,New Mexico,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88120,208778,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,521,Online Panel,lv,DEM,Kamala Harris,49,521,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7218032973047436,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,37,NM,Southwest,West,Southwest,Southwest,10,49,562,73,NM562,188,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,New Mexico,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88120,208778,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,521,Online Panel,lv,REP,Donald Trump,44,521,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7218032973047436,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,37,NM,Southwest,West,Southwest,Southwest,10,44,562,73,NM562,188,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Nevada,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88119,208777,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,698,Online Panel,lv,DEM,Kamala Harris,45,698,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8354639429682169,2024-09-07,4,0,1,9,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,34,NV,Southwest,West,Southwest,Southwest,10,45,562,73,NV562,197,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Nevada,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88119,208777,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,698,Online Panel,lv,REP,Donald Trump,46,698,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8354639429682169,2024-09-07,4,0,1,9,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,34,NV,Southwest,West,Southwest,Southwest,10,46,562,73,NV562,197,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Minnesota,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88118,208776,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,617,Online Panel,lv,DEM,Kamala Harris,51,617,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7854934754662193,2024-09-07,4,0,1,5,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,51,562,73,MN562,106,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Minnesota,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88118,208776,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,617,Online Panel,lv,REP,Donald Trump,44,617,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7854934754662193,2024-09-07,4,0,1,5,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,44,562,73,MN562,106,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88117,208775,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,556,Online Panel,lv,DEM,Kamala Harris,48,556,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.74565407529229,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,48,562,73,MI562,88,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Michigan,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88117,208775,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,556,Online Panel,lv,REP,Donald Trump,45,556,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.74565407529229,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,45,562,73,MI562,88,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88116,208774,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,562,Online Panel,lv,DEM,Kamala Harris,47,562,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7496665925596525,2024-09-07,4,0,1,4,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,47,562,73,GA562,49,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88116,208774,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,562,Online Panel,lv,REP,Donald Trump,49,562,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7496665925596525,2024-09-07,4,0,1,4,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,49,562,73,GA562,49,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Florida,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88115,208773,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,1465,Online Panel,lv,DEM,Kamala Harris,44,1465,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,1.2103718436910205,2024-09-07,4,0,1,6,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,10,FL,Southeast,South,South Atlantic,Southeast,9,44,562,73,FL562,36,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Florida,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88115,208773,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,1465,Online Panel,lv,REP,Donald Trump,50,1465,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,1.2103718436910205,2024-09-07,4,0,1,6,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,10,FL,Southeast,South,South Atlantic,Southeast,9,50,562,73,FL562,36,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88114,208772,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,765,Online Panel,lv,DEM,Kamala Harris,46,765,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8746427842267951,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,3,AZ,Southwest,West,Southwest,Southwest,10,46,562,73,AZ562,18,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Arizona,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88114,208772,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,765,Online Panel,lv,REP,Donald Trump,47,765,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.8746427842267951,2024-09-07,4,0,1,7,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,3,AZ,Southwest,West,Southwest,Southwest,10,47,562,73,AZ562,18,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,North Carolina,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88113,208779,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,495,Online Panel,lv,DEM,Kamala Harris,45,495,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7035623639735145,2024-09-07,4,0,1,11,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,1,DEM,39,NC,Southeast,South,South Atlantic,Southeast,9,45,562,73,NC562,171,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,North Carolina,2024-09-10,2024-09-06,2024-09-09,2024-11-05,Redfield & Wilton Strategies,562,88113,208779,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,NA,NA,495,Online Panel,lv,REP,Donald Trump,44,495,57,Chase Oliver Donald Trump Jill Stein Kamala Harris,0.7035623639735145,2024-09-07,4,0,1,11,1.8,1.0289915108550531,TRUE,1,2,0.778995895790124,10,20,0.7658408110127831,0.778995895790124,0.8015801637589652,Online Non-Prob Panel,2,REP,39,NC,Southeast,South,South Atlantic,Southeast,9,44,562,73,NC562,171,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-09,2024-09-06,2024-09-08,2024-11-05,Big Village,37,88084,208330,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.06.24.pdf,NA,NA,1500,Online Panel,lv,DEM,Kamala Harris,49.3,1546,58,Donald Trump Kamala Harris,1.2433824833895644,2024-09-07,2,0,1,6,1.2,0.8401680504168059,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.6544874630486817,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,49.3,37,3,NA37,132,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-09,2024-09-06,2024-09-08,2024-11-05,Big Village,37,88084,208330,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-09.06.24.pdf,NA,NA,1500,Online Panel,lv,REP,Donald Trump,44.7,1546,58,Donald Trump Kamala Harris,1.2433824833895644,2024-09-07,2,0,1,6,1.2,0.8401680504168059,TRUE,1,2,0.778995895790124,NA,NA,1,0.778995895790124,0.6544874630486817,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,44.7,37,3,NA37,132,Online Non-Prob Panel,6,48,1
2024-09-18,2024-09-18T17:02:41Z,2024,Minnesota,2024-09-13,2024-09-04,2024-09-08,2024-11-05,Change Research,48,88155,209308,https://www.minnpost.com/elections/2024/09/minnpost-poll-shows-harris-has-narrow-lead-over-trump-in-minnesota/,NA,NA,1500,Text-to-Web/Online Ad,lv,DEM,Kamala Harris,48.8,1616,58,Donald Trump Kamala Harris,1.2712198865656563,2024-09-06,2,0,1,6.599999999999994,1.4,0.9074852129730301,TRUE,1,1,1,1,1,0.882,1,0.9074852129730301,Includes Text-to-Web,1,DEM,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,48.8,48,4,MN48,105,Includes Text-to-Web,2,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,Minnesota,2024-09-13,2024-09-04,2024-09-08,2024-11-05,Change Research,48,88155,209308,https://www.minnpost.com/elections/2024/09/minnpost-poll-shows-harris-has-narrow-lead-over-trump-in-minnesota/,NA,NA,1500,Text-to-Web/Online Ad,lv,REP,Donald Trump,44.6,1616,58,Donald Trump Kamala Harris,1.2712198865656563,2024-09-06,2,0,1,6.599999999999994,1.4,0.9074852129730301,TRUE,1,1,1,1,1,0.882,1,0.9074852129730301,Includes Text-to-Web,2,REP,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,44.6,48,4,MN48,105,Includes Text-to-Web,2,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,Virginia,2024-09-10,2024-09-04,2024-09-08,2024-11-05,The Washington Post/George Mason University Schar School of Policy and Government,754,88105,208349,https://www.washingtonpost.com/dc-md-va/2024/09/10/virginia-poll-results-harris-trump/,NA,NA,1005,Live Phone/Text-to-Web,lv,DEM,Kamala Harris,51,1005,58,Donald Trump Kamala Harris,1.002496882788171,2024-09-06,2,0,1,6,2.7,1.2602520756252087,TRUE,1,1,1,1,1,0.882,1,1.2602520756252087,Live Phone + Text-to-Web,1,DEM,52,VA,Southeast,South,South Atlantic,Southeast,9,51,754,82,VA754,255,Live Phone + Text-to-Web,5,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,Virginia,2024-09-10,2024-09-04,2024-09-08,2024-11-05,The Washington Post/George Mason University Schar School of Policy and Government,754,88105,208349,https://www.washingtonpost.com/dc-md-va/2024/09/10/virginia-poll-results-harris-trump/,NA,NA,1005,Live Phone/Text-to-Web,lv,REP,Donald Trump,43,1005,58,Donald Trump Kamala Harris,1.002496882788171,2024-09-06,2,0,1,6,2.7,1.2602520756252087,TRUE,1,1,1,1,1,0.882,1,1.2602520756252087,Live Phone + Text-to-Web,2,REP,52,VA,Southeast,South,South Atlantic,Southeast,9,43,754,82,VA754,255,Live Phone + Text-to-Web,5,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-10,2024-09-03,2024-09-09,2024-11-05,ActiVote,721,88102,208345,https://www.activote.net/harris-still-in-the-lead/,NA,NA,1000,App Panel,lv,DEM,Kamala Harris,51.2,1000,57,Donald Trump Kamala Harris,1,2024-09-06,2,0,1,0,NA,0.5,FALSE,1,2,0.778995895790124,0,6,0.7972581427776,0.6210608211090071,0.31053041055450353,River Sample,1,DEM,57,NA,NA,NA,NA,NA,NA,51.2,721,80,NA721,148,River Sample,9,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,National,2024-09-10,2024-09-03,2024-09-09,2024-11-05,ActiVote,721,88102,208345,https://www.activote.net/harris-still-in-the-lead/,NA,NA,1000,App Panel,lv,REP,Donald Trump,48.8,1000,57,Donald Trump Kamala Harris,1,2024-09-06,2,0,1,0,NA,0.5,FALSE,1,2,0.778995895790124,0,6,0.7972581427776,0.6210608211090071,0.31053041055450353,River Sample,2,REP,57,NA,NA,NA,NA,NA,NA,48.8,721,80,NA721,148,River Sample,9,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-09,2024-09-04,2024-09-08,2024-11-05,Quinnipiac University,267,88101,208326,https://poll.qu.edu/poll-release?releaseid=3904,NA,NA,969,Live Phone,lv,DEM,Kamala Harris,46,969,58,Donald Trump Kamala Harris,0.984377976185977,2024-09-06,2,0,1,5,2.8,1.2833778958394957,TRUE,1,1,1,2,2,0.8643599999999999,1,1.2833778958394957,Live Phone,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,46,267,40,GA267,45,Live Phone,4,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,Georgia,2024-09-09,2024-09-04,2024-09-08,2024-11-05,Quinnipiac University,267,88101,208326,https://poll.qu.edu/poll-release?releaseid=3904,NA,NA,969,Live Phone,lv,REP,Donald Trump,49,969,58,Donald Trump Kamala Harris,0.984377976185977,2024-09-06,2,0,1,5,2.8,1.2833778958394957,TRUE,1,1,1,2,2,0.8643599999999999,1,1.2833778958394957,Live Phone,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,49,267,40,GA267,45,Live Phone,4,47,1
2024-09-18,2024-09-18T17:02:41Z,2024,North Carolina,2024-09-09,2024-09-04,2024-09-08,2024-11-05,Quinnipiac University,267,88095,208327,https://poll.qu.edu/poll-release?releaseid=3904,NA,NA,940,Live Phone,lv,DEM,Kamala Harris,50,940,58,Donald Trump Kamala Harris,0.9695359714832658,2024-09-06,2,0,1,3,2.8,1.2833778958394957,TRUE,1,1,1,2,2,0.8643599999999999,1,1.2833778958394957,Live Phone,1,DEM,39,NC,Southeast,South,South Atlantic,Southeast,9,50,267,40,NC267,164,Live Phone,4,47,1
